adj,noun,adj_article,article,mass
ground,squirrel,a,a,FALSE
kids,honey,,,TRUE
baby,turtle,a,a,FALSE
bowling,alley,a,an,FALSE
spinach,dip,a,a,FALSE
sand,box,a,a,FALSE
home,page,a,a,FALSE
square,net,a,a,FALSE
chip,cookie,a,a,FALSE
sugar,cone,a,a,FALSE
gingerbread,guy,a,a,FALSE
color,page,a,a,FALSE
rain,fish,a,a,FALSE
bow,fish,a,a,FALSE
fishing,rod,a,a,FALSE
bird,cage,a,a,FALSE
potato,skin,,,TRUE
candy,piece,a,a,FALSE
color,candy,,,TRUE
world,sea,a,a,FALSE
bull,frog,a,a,FALSE
popcorn,maker,a,a,FALSE
baby,alligator,a,an,FALSE
hen,egg,a,an,FALSE
mother,alligator,a,an,FALSE
sea,mammal,a,a,FALSE
baby,beluga,a,a,FALSE
beluga,whale,a,a,FALSE
sea,baby,a,a,FALSE
man,face,a,a,FALSE
bone,son,a,a,FALSE
coffee,pot,a,a,FALSE
rolling,ball,a,a,FALSE
hole,yard,a,a,FALSE
dog,beach,a,a,FALSE
doctor,visit,a,a,FALSE
face,cake,a,a,FALSE
boat,cake,a,a,FALSE
toy,basket,a,a,FALSE
battery,battery,a,a,FALSE
cookie,sheet,a,a,FALSE
boy,camera,a,a,FALSE
banana,bread,,,TRUE
banana,sundae,a,a,FALSE
bed,closet,a,a,FALSE
room,closet,a,a,FALSE
kitchen,floor,a,a,FALSE
food,coloring,,,TRUE
light,light,a,a,FALSE
kid,toy,a,a,FALSE
garbage,truck,a,a,FALSE
trash,yard,a,a,FALSE
trash,car,a,a,FALSE
fire,side,a,a,FALSE
wax,paper,a,a,FALSE
chocolate,cookie,a,a,FALSE
aquarium,car,an,a,FALSE
cargo,car,a,a,FALSE
snow,falling,,,TRUE
roll,marble,a,a,FALSE
game,marble,a,a,FALSE
girl,toy,a,a,FALSE
one,side,a,a,FALSE
pictures,honey,,,TRUE
baby,dog,a,a,FALSE
strings,honey,,,TRUE
guitar,player,a,a,FALSE
snack,game,a,a,FALSE
kid,ride,a,a,FALSE
kid,slide,a,a,FALSE
man,bull,a,a,FALSE
money,machine,a,a,FALSE
pita,bread,,,TRUE
north,pole,a,a,FALSE
cake,baby,a,a,FALSE
dance,dance,a,a,FALSE
pants,mommy,a,a,FALSE
baby,mama,a,a,FALSE
boots,honey,,,TRUE
back,honey,,,TRUE
check,cap,a,a,FALSE
country,mouse,a,a,FALSE
city,mouse,a,a,FALSE
sleep,mama,a,a,FALSE
cereal,box,a,a,FALSE
air,conditioner,,,TRUE
grill,cheese,,,TRUE
back,plate,a,a,FALSE
fire,pole,a,a,FALSE
toy,store,a,a,FALSE
corner,piece,a,a,FALSE
picture,card,a,a,FALSE
ham,card,a,a,FALSE
chicken,finger,a,a,FALSE
eye,ball,an,a,FALSE
game,mommy,a,a,FALSE
room,mommy,a,a,FALSE
leather,case,a,a,FALSE
marker,taste,a,a,FALSE
farm,dog,a,a,FALSE
dog,dish,a,a,FALSE
dog,house,a,a,FALSE
cat,food,,,TRUE
glass,cover,a,a,FALSE
celery,box,a,a,FALSE
stick,mud,,,TRUE
rain,honey,,,TRUE
bow,honey,,,TRUE
baby,chicken,a,a,FALSE
page,honey,,,TRUE
couple,page,a,a,FALSE
tomato,fan,a,a,FALSE
shower,curtain,a,a,FALSE
food,bowl,a,a,FALSE
teddy,teddy,a,a,FALSE
board,book,a,a,FALSE
garbage,collector,a,a,FALSE
night,star,a,a,FALSE
night,air,,,TRUE
night,light,a,a,FALSE
night,cow,a,a,FALSE
night,moon,a,a,FALSE
boa,constrictor,a,a,FALSE
building,honey,,,TRUE
builder,honey,,,TRUE
fence,post,a,a,FALSE
night,spider,a,a,FALSE
yard,honey,,,TRUE
fire,hydrant,a,a,FALSE
teddy,book,a,a,FALSE
couple,stair,a,a,FALSE
sleep,honey,,,TRUE
book,honey,,,TRUE
baby,book,a,a,FALSE
truck,honey,,,TRUE
picture,honey,,,TRUE
brother,book,a,a,FALSE
cream,page,a,a,FALSE
car,honey,,,TRUE
color,block,a,a,FALSE
table,honey,,,TRUE
spot,honey,,,TRUE
letter,puzzle,a,a,FALSE
elephant,puzzle,an,a,FALSE
row,honey,,,TRUE
sail,boat,a,a,FALSE
stopper,fall,a,a,FALSE
puzzle,maker,a,a,FALSE
lemon,skin,,,TRUE
tail,piece,a,a,FALSE
man,honey,,,TRUE
artist,honey,,,TRUE
rope,ladder,a,a,FALSE
flag,drawer,a,a,FALSE
mitt,honey,,,TRUE
tennis,ball,a,a,FALSE
golf,ball,a,a,FALSE
ball,pie,a,a,FALSE
honey,mommy,a,a,FALSE
tire,swing,a,a,FALSE
shovel,honey,,,TRUE
rock,honey,,,TRUE
bingo,game,a,a,FALSE
game,honey,,,TRUE
drawer,honey,,,TRUE
bull,ant,a,an,FALSE
moose,call,a,a,FALSE
diner,honey,,,TRUE
nut,juice,,,TRUE
cup,honey,,,TRUE
case,letter,a,a,FALSE
man,village,a,a,FALSE
man,cub,a,a,FALSE
shark,piece,a,a,FALSE
planet,earth,,,TRUE
snow,flake,a,a,FALSE
snow,linen,,,TRUE
hand,mommy,a,a,FALSE
mama,duck,a,a,FALSE
letter,factory,a,a,FALSE
lego,girl,a,a,FALSE
boy,kiss,a,a,FALSE
lego,boy,a,a,FALSE
girl,kiss,a,a,FALSE
lego,person,a,a,FALSE
one,brother,a,a,FALSE
baby,puppy,a,a,FALSE
chick,kiss,a,a,FALSE
dog,book,a,a,FALSE
animal,puppy,an,a,FALSE
circle,puppy,a,a,FALSE
home,sign,a,a,FALSE
heart,sweet,a,a,FALSE
rod,car,a,a,FALSE
brother,chick,a,a,FALSE
wheat,cracker,a,a,FALSE
cookie,jar,a,a,FALSE
food,pea,a,a,FALSE
scribble,color,a,a,FALSE
color,mommy,a,a,FALSE
fire,engine,a,an,FALSE
lamb,kiss,a,a,FALSE
light,orange,a,an,FALSE
racing,car,a,a,FALSE
baby,piggy,a,a,FALSE
till,lunch,a,a,FALSE
banana,chip,a,a,FALSE
bath,toy,a,a,FALSE
tub,toy,a,a,FALSE
gym,shoe,a,a,FALSE
back,hoe,a,a,FALSE
face,green,,,TRUE
shovel,fork,a,a,FALSE
pea,pod,a,a,FALSE
orange,shovel,an,a,FALSE
house,sweet,a,a,FALSE
steam,engine,a,an,FALSE
neck,sand,,,TRUE
triceratops,sand,,,TRUE
mower,guy,a,a,FALSE
color,sand,,,TRUE
butter,peanut,a,a,FALSE
boy,glass,a,a,FALSE
couple,piece,a,a,FALSE
piece,puzzle,a,a,FALSE
boy,swing,a,a,FALSE
flower,room,a,a,FALSE
sheet,pan,a,a,FALSE
cottage,cheese,,,TRUE
day,mother,a,a,FALSE
mother,pig,a,a,FALSE
wolf,knock,a,a,FALSE
wolf,pound,a,a,FALSE
wolf,whisper,a,a,FALSE
sun,rise,a,a,FALSE
house,pig,a,a,FALSE
pig,roll,a,a,FALSE
brick,house,a,a,FALSE
pig,boil,a,a,FALSE
boiling,pot,a,a,FALSE
soapy,bubble,a,a,FALSE
wine,purse,a,a,FALSE
dress,clothes,,,TRUE
floor,day,a,a,FALSE
bird,nest,a,a,FALSE
brain,rot,,,TRUE
popsicle,man,a,a,FALSE
baby,meat,,,TRUE
baby,ice,,,TRUE
teddy,workshop,a,a,FALSE
workshop,downtown,a,a,FALSE
mommy,run,a,a,FALSE
monkey,song,a,a,FALSE
store,lady,a,a,FALSE
mommy,color,a,a,FALSE
color,book,a,a,FALSE
rain,colors,a,a,FALSE
bow,colors,a,a,FALSE
baby,body,a,a,FALSE
basketball,hoop,a,a,FALSE
dollar,baby,a,a,FALSE
root,beer,a,a,FALSE
candy,bag,a,a,FALSE
batter,circle,a,a,FALSE
one,plate,a,a,FALSE
water,school,a,a,FALSE
pencil,box,a,a,FALSE
couple,bag,a,a,FALSE
bread,box,a,a,FALSE
bear,ballerina,a,a,FALSE
girl,boot,a,a,FALSE
banana,mess,a,a,FALSE
soap,counter,a,a,FALSE
phone,mama,a,a,FALSE
velvety,horse,a,a,FALSE
mother,bear,a,a,FALSE
wipe,wipe,a,a,FALSE
fish,aquarium,a,an,FALSE
engine,train,an,a,FALSE
crack,stage,a,a,FALSE
ball,stage,a,a,FALSE
glue,stick,a,a,FALSE
girl,potty,a,a,FALSE
night,gown,a,a,FALSE
chicken,dance,a,a,FALSE
face,pumpkin,a,a,FALSE
train,ride,a,a,FALSE
mother,mother,a,a,FALSE
heart,beat,a,a,FALSE
piano,piece,a,a,FALSE
milk,mustache,a,a,FALSE
tv,day,a,a,FALSE
boxing,glove,a,a,FALSE
ball,ball,a,a,FALSE
scratch,scratch,a,a,FALSE
car,carrier,a,a,FALSE
ice,truck,an,a,FALSE
egg,button,an,a,FALSE
people,rug,a,a,FALSE
mail,truck,a,a,FALSE
book,tray,a,a,FALSE
pencil,case,a,a,FALSE
gum,drop,a,a,FALSE
game,shark,a,a,FALSE
color,leg,a,a,FALSE
leg,guy,a,a,FALSE
guy,talking,,,TRUE
pizza,crust,a,a,FALSE
gas,mask,a,a,FALSE
water,running,,,TRUE
shot,mama,a,a,FALSE
rag,doll,a,a,FALSE
buggy,eye,a,an,FALSE
bug,lift,a,a,FALSE
muscle,man,a,a,FALSE
garbage,feast,a,a,FALSE
dozen,rig,a,a,FALSE
trucks,call,a,a,FALSE
trucks,shout,a,a,FALSE
pull,toy,a,a,FALSE
back,scribble,a,a,FALSE
belly,button,a,a,FALSE
grandma,sings,,,TRUE
mama,sings,,,TRUE
hip,cat,a,a,FALSE
river,shack,a,a,FALSE
mouse,ear,a,an,FALSE
mama,hat,a,a,FALSE
cigar,box,a,a,FALSE
colors,man,a,a,FALSE
juice,man,a,a,FALSE
bubble,blow,a,a,FALSE
pumpkin,head,a,a,FALSE
fire,hose,a,a,FALSE
dinosaur,book,a,a,FALSE
letter,block,a,a,FALSE
room,table,a,a,FALSE
star,sticker,a,a,FALSE
dinosaur,sticker,a,a,FALSE
flower,day,a,a,FALSE
finger,hand,a,a,FALSE
building,marker,a,a,FALSE
curve,piece,a,a,FALSE
toy,bag,a,a,FALSE
troll,person,a,a,FALSE
lunch,box,a,a,FALSE
dill,pickle,a,a,FALSE
ham,ball,a,a,FALSE
nose,guy,a,a,FALSE
baby,rabbit,a,a,FALSE
velvety,calf,a,a,FALSE
baby,gorilla,a,a,FALSE
cow,boy,a,a,FALSE
sesame,head,a,a,FALSE
shovel,scoop,a,a,FALSE
gravel,pile,a,a,FALSE
ball,hang,a,a,FALSE
kiss,day,a,a,FALSE
tank,top,a,a,FALSE
notch,piece,a,a,FALSE
hail,storm,a,a,FALSE
color,paper,a,a,FALSE
orange,carrot,an,a,FALSE
baby,leaf,a,a,FALSE
rain,shower,a,a,FALSE
dog,sausage,a,a,FALSE
bow,tie,a,a,FALSE
cheese,bag,a,a,FALSE
camp,tray,a,a,FALSE
salad,tape,a,a,FALSE
corn,fan,a,a,FALSE
rabbit,hole,a,a,FALSE
mommy,wheel,a,a,FALSE
night,elephant,a,an,FALSE
throw,crayon,a,a,FALSE
circus,train,a,a,FALSE
daddy,cow,a,a,FALSE
milk,jug,a,a,FALSE
tv,retailer,a,a,FALSE
bath,colors,a,a,FALSE
sea,urchin,a,an,FALSE
steam,spot,a,a,FALSE
cherry,popsicle,a,a,FALSE
baby,raccoon,a,a,FALSE
truck,piece,a,a,FALSE
circle,piece,a,a,FALSE
gold,sky,a,a,FALSE
sunset,sky,a,a,FALSE
circle,puzzle,a,a,FALSE
tree,farm,a,a,FALSE
whale,piece,a,a,FALSE
hand,corner,a,a,FALSE
explorer,guy,an,a,FALSE
night,bear,a,a,FALSE
guy,robot,a,a,FALSE
kick,person,a,a,FALSE
paper,cup,a,a,FALSE
telephone,cord,a,a,FALSE
color,stripe,a,a,FALSE
kitty,kitty,a,a,FALSE
banana,tree,a,a,FALSE
mama,elephant,a,an,FALSE
furry,fuzzy,a,a,FALSE
fuzzy,mountain,a,a,FALSE
tree,frog,a,a,FALSE
color,purple,,,TRUE
flower,stem,a,a,FALSE
dance,contest,a,a,FALSE
night,dinosaur,a,a,FALSE
wood,basket,a,a,FALSE
boy,seat,a,a,FALSE
grey,dog,a,a,FALSE
peanut,mouth,a,a,FALSE
butter,mouth,a,a,FALSE
kid,game,a,a,FALSE
mommy,worm,a,a,FALSE
butterfly,catcher,a,a,FALSE
juice,bud,a,a,FALSE
beach,token,a,a,FALSE
bunny,cloud,a,a,FALSE
snow,fight,a,a,FALSE
ball,fight,a,a,FALSE
bowling,ball,a,a,FALSE
licorice,snack,a,a,FALSE
foot,foot,a,a,FALSE
box,toy,a,a,FALSE
boy,cup,a,a,FALSE
boy,tiger,a,a,FALSE
brother,tiger,a,a,FALSE
water,bud,a,a,FALSE
leaf,day,a,a,FALSE
couple,crayon,a,a,FALSE
color,rain,,,TRUE
silver,bell,a,a,FALSE
you,guy,a,a,FALSE
princess,sticker,a,a,FALSE
box,fall,a,a,FALSE
puppet,stage,a,a,FALSE
passenger,train,a,a,FALSE
screen,door,a,a,FALSE
pee,diaper,a,a,FALSE
chair,seat,a,a,FALSE
night,gorilla,a,a,FALSE
night,armadillo,a,an,FALSE
rope,walker,a,a,FALSE
baby,heart,a,a,FALSE
chalk,board,a,a,FALSE
rubber,book,a,a,FALSE
people,doll,a,a,FALSE
color,skirt,a,a,FALSE
brass,drum,a,a,FALSE
loaf,pan,a,a,FALSE
sun,block,a,a,FALSE
animal,cracker,an,a,FALSE
cracker,box,a,a,FALSE
sunflower,seed,a,a,FALSE
color,petal,a,a,FALSE
stamp,pad,a,a,FALSE
monkey,dance,a,a,FALSE
baby,moon,a,a,FALSE
snake,tongue,a,a,FALSE
boa,worm,a,a,FALSE
chipmunk,song,a,a,FALSE
bakery,bread,,,TRUE
pet,store,a,a,FALSE
pet,cage,a,a,FALSE
animal,magazine,an,a,FALSE
pet,toy,a,a,FALSE
pet,food,,,TRUE
food,container,a,a,FALSE
shoe,store,a,a,FALSE
shoe,wax,,,TRUE
baby,person,a,a,FALSE
bulletin,board,a,a,FALSE
hand,glove,a,a,FALSE
sister,game,a,a,FALSE
color,circle,a,a,FALSE
kiss,night,a,a,FALSE
hay,stack,a,a,FALSE
body,puppet,a,a,FALSE
fish,puppet,a,a,FALSE
steam,shovel,a,a,FALSE
ocean,wave,an,a,FALSE
pie,baking,,,TRUE
bicycle,store,a,a,FALSE
baby,eagle,a,an,FALSE
baby,ostrich,a,an,FALSE
baby,platypus,a,a,FALSE
water,honey,,,TRUE
day,picture,a,a,FALSE
princess,cake,a,a,FALSE
one,honey,,,TRUE
mud,pie,a,a,FALSE
rice,milk,,,TRUE
tennis,shoe,a,a,FALSE
bus,bee,a,a,FALSE
blood,cell,a,a,FALSE
woman,show,a,a,FALSE
pool,honey,,,TRUE
grocery,list,a,a,FALSE
kitty,litter,,,TRUE
meal,guy,a,a,FALSE
animal,book,an,a,FALSE
monkey,bear,a,a,FALSE
color,clothes,,,TRUE
flower,pants,,,TRUE
boy,baby,a,a,FALSE
soda,bread,,,TRUE
hand,point,a,a,FALSE
clock,book,a,a,FALSE
tea,cup,a,a,FALSE
silk,worm,a,a,FALSE
football,game,a,a,FALSE
tooth,school,a,a,FALSE
day,tooth,a,a,FALSE
enamel,shell,an,a,FALSE
molar,coaster,a,a,FALSE
fruit,pasta,,,TRUE
bread,pasta,,,TRUE
fudge,sundae,a,a,FALSE
dentist,skip,a,a,FALSE
tooth,book,a,a,FALSE
baby,dish,a,a,FALSE
dish,wash,a,a,FALSE
dish,soap,,,TRUE
dance,music,,,TRUE
hermit,crab,a,a,FALSE
color,popsicle,a,a,FALSE
light,flashing,,,TRUE
bed,room,a,a,FALSE
bear,swim,a,a,FALSE
alarm,clock,an,a,FALSE
alligator,green,,,TRUE
bug,piece,a,a,FALSE
one,piece,a,a,FALSE
sticker,book,a,a,FALSE
grey,clay,,,TRUE
pumpkin,farm,a,a,FALSE
color,knight,a,a,FALSE
triangle,broccoli,,,TRUE
pine,tree,a,a,FALSE
elephant,eye,an,an,FALSE
water,skate,a,a,FALSE
music,toy,a,a,FALSE
kid,book,a,a,FALSE
weenie,hair,,,TRUE
guy,running,,,TRUE
baby,buggy,a,a,FALSE
butter,puddle,a,a,FALSE
lip,flap,a,a,FALSE
dog,dance,a,a,FALSE
baby,voice,a,a,FALSE
gym,teacher,a,a,FALSE
circle,one,a,a,FALSE
hammer,head,a,a,FALSE
daddy,dad,a,a,FALSE
rabbit,stew,a,a,FALSE
velcro,latch,a,a,FALSE
clown,hair,,,TRUE
cream,taste,a,a,FALSE
egg,soup,,,TRUE
blood,checker,a,a,FALSE
foam,piece,a,a,FALSE
piece,bud,a,a,FALSE
ad,green,,,TRUE
chocolate,lollipop,a,a,FALSE
baby,bag,a,a,FALSE
grocery,cart,a,a,FALSE
couple,car,a,a,FALSE
train,piece,a,a,FALSE
kid,scissors,,,TRUE
giant,piece,a,a,FALSE
train,line,a,a,FALSE
train,money,,,TRUE
lunch,break,a,a,FALSE
bowl,bud,a,a,FALSE
potato,chip,a,a,FALSE
boy,voice,a,a,FALSE
inch,square,an,a,FALSE
ginger,man,a,a,FALSE
music,note,a,a,FALSE
riding,toy,a,a,FALSE
derby,girl,a,a,FALSE
tv,head,a,a,FALSE
knee,honey,,,TRUE
cup,sweet,a,a,FALSE
baby,pumpkin,a,a,FALSE
colors,match,a,a,FALSE
magnet,toy,a,a,FALSE
metal,clip,a,a,FALSE
doctor,kit,a,a,FALSE
ballet,skirt,a,a,FALSE
kitty,honey,,,TRUE
tail,butterfly,a,a,FALSE
spanking,spot,a,a,FALSE
flying,horse,a,a,FALSE
steering,wheel,a,a,FALSE
house,spider,a,a,FALSE
room,slipper,a,a,FALSE
knitting,basket,a,a,FALSE
baby,sweater,a,a,FALSE
baby,blanket,a,a,FALSE
hall,closet,a,a,FALSE
water,toy,a,a,FALSE
clump,clump,a,a,FALSE
shake,glove,a,a,FALSE
dirt,road,a,a,FALSE
girl,mommy,a,a,FALSE
walking,stick,a,a,FALSE
toe,soup,,,TRUE
box,squirrel,a,a,FALSE
kids,day,a,a,FALSE
family,day,a,a,FALSE
survey,photograph,a,a,FALSE
guy,scream,a,a,FALSE
horse,running,,,TRUE
day,mama,a,a,FALSE
family,exercise,a,an,FALSE
carrot,stick,a,a,FALSE
tire,mold,a,a,FALSE
concrete,cake,a,a,FALSE
hotel,room,a,a,FALSE
piggy,ride,a,a,FALSE
bean,bag,a,a,FALSE
chocolate,dough,,,TRUE
heart,dough,,,TRUE
arcade,music,,,TRUE
dogs,face,a,a,FALSE
flower,tree,a,a,FALSE
honey,butter,,,TRUE
brother,mouse,a,a,FALSE
sister,elephant,a,an,FALSE
block,cheese,,,TRUE
chicken,coop,a,a,FALSE
person,game,a,a,FALSE
hit,mommy,a,a,FALSE
onion,ring,an,a,FALSE
clothes,basket,a,a,FALSE
toddler,bed,a,a,FALSE
baking,bread,,,TRUE
bread,dough,,,TRUE
ball,man,a,a,FALSE
bread,plum,a,a,FALSE
plum,soup,,,TRUE
sea,turtle,a,a,FALSE
fish,bowl,a,a,FALSE
page,book,a,a,FALSE
mom,bill,a,a,FALSE
people,drink,a,a,FALSE
cloth,heart,a,a,FALSE
coal,block,a,a,FALSE
piano,bench,a,a,FALSE
clock,tower,a,a,FALSE
snap,side,a,a,FALSE
check,mark,a,a,FALSE
chocolate,frog,a,a,FALSE
compost,pile,a,a,FALSE
earth,worm,an,a,FALSE
food,chain,a,a,FALSE
plant,debris,,,TRUE
night,crawler,a,a,FALSE
worm,belly,a,a,FALSE
adult,earth,,,TRUE
worm,contract,a,a,FALSE
crawling,track,a,a,FALSE
worm,tissue,a,a,FALSE
blood,vessel,a,a,FALSE
rain,storm,a,a,FALSE
worm,sack,a,a,FALSE
worm,mucus,a,a,FALSE
spray,bottle,a,a,FALSE
surface,dwelling,a,a,FALSE
dwelling,worm,a,a,FALSE
worm,bin,a,a,FALSE
bait,shop,a,a,FALSE
dog,bun,a,a,FALSE
carrot,peel,a,a,FALSE
lettuce,shell,a,a,FALSE
onion,skin,,,TRUE
bean,plant,a,a,FALSE
worker,man,a,a,FALSE
cup,cake,a,a,FALSE
cream,lady,a,a,FALSE
molasses,swamp,a,a,FALSE
book,baby,a,a,FALSE
mama,deer,a,a,FALSE
mama,bear,a,a,FALSE
bear,walking,,,TRUE
boy,bear,a,a,FALSE
baby,cub,a,a,FALSE
bear,tooth,a,a,FALSE
bean,ball,a,a,FALSE
eggplant,pea,an,a,FALSE
fly,ball,a,a,FALSE
air,book,an,a,FALSE
balloon,book,a,a,FALSE
pitcher,glove,a,a,FALSE
painting,shirt,a,a,FALSE
copper,dagger,a,a,FALSE
walk,path,a,a,FALSE
bronze,sword,a,a,FALSE
arm,man,an,a,FALSE
hot,fire,,,TRUE
eleven,one,an,a,FALSE
brown,barn,a,a,FALSE
dish,pig,a,a,FALSE
orange,finger,an,a,FALSE
grey,label,a,a,FALSE
wet,rain,,,TRUE
red,mama,a,a,FALSE
gold,reindeer,a,a,FALSE
outside,wind,,,TRUE
red,sun,,,TRUE
red,butterfly,a,a,FALSE
grape,purple,,,TRUE
bright,sun,,,TRUE
mud,color,a,a,FALSE
yellow,hand,a,a,FALSE
hot,radiator,a,a,FALSE
hot,egg,a,an,FALSE
toast,dog,a,a,FALSE
dirty,mouse,a,a,FALSE
dirty,tractor,a,a,FALSE
strawberry,color,a,a,FALSE
unbuttoned,jacket,an,a,FALSE
hot,pepper,a,a,FALSE
hot,grease,,,TRUE
locked,door,a,a,FALSE
strawberry,one,a,a,FALSE
oatmeal,breakfast,an,a,FALSE
wet,mommy,a,a,FALSE
glass,table,a,a,FALSE
broken,one,a,a,FALSE
upstairs,brush,an,a,FALSE
orange,angelfish,an,an,FALSE
outside,truck,an,a,FALSE
purple,daddy,a,a,FALSE
broken,tv,a,a,FALSE
vanilla,paper,a,a,FALSE
yellow,elephant,a,an,FALSE
dirty,corner,a,a,FALSE
locked,closet,a,a,FALSE
dirty,vent,a,a,FALSE
square,triangle,a,a,FALSE
wet,ball,a,a,FALSE
bright,engine,a,an,FALSE
wet,pants,,,TRUE
fat,child,a,a,FALSE
dirty,table,a,a,FALSE
key,lock,a,a,FALSE
dirty,tank,a,a,FALSE
furry,duck,a,a,FALSE
dirty,truck,a,a,FALSE
light,ball,a,a,FALSE
daddy,picture,a,a,FALSE
orange,tractor,an,a,FALSE
red,knob,a,a,FALSE
broken,string,a,a,FALSE
hot,steam,,,TRUE
hot,piece,a,a,FALSE
outside,rocket,an,a,FALSE
round,wheel,a,a,FALSE
honey,floor,a,a,FALSE
rectangle,book,a,a,FALSE
red,cheek,a,a,FALSE
hot,pan,a,a,FALSE
outside,bird,an,a,FALSE
dead,fish,a,a,FALSE
wet,grandpa,a,a,FALSE
light,guy,a,a,FALSE
hot,strawberry,a,a,FALSE
round,pumpkin,a,a,FALSE
hot,stove,a,a,FALSE
fish,duck,a,a,FALSE
ear,elephant,an,an,FALSE
outside,hallway,an,a,FALSE
flat,table,a,a,FALSE
dirty,bowl,a,a,FALSE
hot,chicken,a,a,FALSE
yellow,parrot,a,a,FALSE
top,side,a,a,FALSE
dirty,garbage,,,TRUE
top,bird,a,a,FALSE
outside,cup,an,a,FALSE
hot,soup,,,TRUE
orange,orange,an,an,FALSE
bear,brother,a,a,FALSE
goose,duck,a,a,FALSE
yellow,white,,,TRUE
saucepan,spoon,a,a,FALSE
purple,wrapper,a,a,FALSE
sleeping,dolphin,a,a,FALSE
broken,bridge,a,a,FALSE
broken,toy,a,a,FALSE
dirty,slide,a,a,FALSE
bear,kitty,a,a,FALSE
daddy,phone,a,a,FALSE
ear,daddy,an,a,FALSE
hot,mama,a,a,FALSE
wheat,one,a,a,FALSE
daddy,birth,a,a,FALSE
throw,garbage,,,TRUE
tiger,baby,a,a,FALSE
purple,phone,a,a,FALSE
pink,cap,a,a,FALSE
rectangle,door,a,a,FALSE
mud,water,,,TRUE
purse,purse,a,a,FALSE
light,saber,a,a,FALSE
green,bug,a,a,FALSE
clown,piece,a,a,FALSE
orange,ear,an,an,FALSE
switch,leg,a,a,FALSE
alphabet,puzzle,an,a,FALSE
triangle,roof,a,a,FALSE
pirate,girl,a,a,FALSE
baby,room,a,a,FALSE
bite,apple,a,an,FALSE
bunny,clothes,,,TRUE
green,scissor,a,a,FALSE
cut,piece,a,a,FALSE
bear,sleep,,,TRUE
outside,house,an,a,FALSE
mommy,parrot,a,a,FALSE
brown,mud,,,TRUE
purple,dress,a,a,FALSE
green,dress,a,a,FALSE
roof,roof,a,a,FALSE
pink,bubblegum,,,TRUE
green,scrape,a,a,FALSE
wet,house,a,a,FALSE
yellow,fire,,,TRUE
nail,cut,a,a,FALSE
purple,bracelet,a,a,FALSE
colored,ring,a,a,FALSE
dolly,guy,a,a,FALSE
teacher,day,a,a,FALSE
purple,battery,a,a,FALSE
pink,pink,,,TRUE
wet,mom,a,a,FALSE
purple,saber,a,a,FALSE
pear,pear,a,a,FALSE
bald,guy,a,a,FALSE
clown,nose,a,a,FALSE
daddy,mom,a,a,FALSE
mommy,baby,a,a,FALSE
red,purple,,,TRUE
daddy,drum,a,a,FALSE
dark,room,a,a,FALSE
red,notebook,a,a,FALSE
purple,mom,a,a,FALSE
draw,egg,a,an,FALSE
oval,triangle,an,a,FALSE
diamond,diamond,a,a,FALSE
rectangle,diamond,a,a,FALSE
oval,square,an,a,FALSE
oval,oval,an,an,FALSE
green,mom,a,a,FALSE
yellow,rake,a,a,FALSE
yellow,shovel,a,a,FALSE
purple,onion,a,an,FALSE
quarter,moon,a,a,FALSE
purple,raindrop,a,a,FALSE
baby,sock,a,a,FALSE
red,toy,a,a,FALSE
dead,mommy,a,a,FALSE
mommy,eat,a,an,FALSE
bear,jump,a,a,FALSE
brush,brush,a,a,FALSE
bright,crayon,a,a,FALSE
toy,baby,a,a,FALSE
bear,dance,a,a,FALSE
princess,one,a,a,FALSE
girl,doctor,a,a,FALSE
daddy,crown,a,a,FALSE
mud,trail,a,a,FALSE
flying,dancing,,,TRUE
gold,key,a,a,FALSE
top,mommy,a,a,FALSE
eat,mommy,an,a,FALSE
mommy,phone,a,a,FALSE
mama,car,a,a,FALSE
freeze,woman,a,a,FALSE
whale,dog,a,a,FALSE
outside,kitty,an,a,FALSE
wig,hair,,,TRUE
eat,fry,an,a,FALSE
mommy,car,a,a,FALSE
baby,exercise,a,an,FALSE
eat,bite,an,a,FALSE
toy,board,a,a,FALSE
stroller,baby,a,a,FALSE
bloody,nose,a,a,FALSE
fish,song,a,a,FALSE
drum,body,a,a,FALSE
fat,head,a,a,FALSE
yogurt,hair,,,TRUE
diaper,baby,a,a,FALSE
cut,cut,a,a,FALSE
dot,girl,a,a,FALSE
yellow,snow,,,TRUE
dirty,pillow,a,a,FALSE
crystal,cave,a,a,FALSE
mommy,chair,a,a,FALSE
lady,car,a,a,FALSE
lady,lady,a,a,FALSE
eat,dinner,an,a,FALSE
mommy,kick,a,a,FALSE
back,mom,a,a,FALSE
daddy,kiss,a,a,FALSE
alphabet,toy,an,a,FALSE
hot,ride,a,a,FALSE
yogurt,pudding,,,TRUE
yogurt,paper,a,a,FALSE
pink,purple,,,TRUE
circus,car,a,a,FALSE
dirty,car,a,a,FALSE
daddy,eat,a,an,FALSE
push,baby,a,a,FALSE
shaking,ball,a,a,FALSE
nap,video,a,a,FALSE
tick,tick,a,a,FALSE
sky,ground,,,TRUE
purple,purse,a,a,FALSE
pink,brush,a,a,FALSE
pink,mirror,a,a,FALSE
pond,gate,a,a,FALSE
singing,drawer,a,a,FALSE
back,car,a,a,FALSE
climb,climb,a,a,FALSE
red,back,a,a,FALSE
blueberry,pie,a,a,FALSE
hive,bee,a,a,FALSE
ninja,turtle,a,a,FALSE
